#SampleID,mean,std
g__Microsporidium,4.378419e-08,1.147175e-05
g__Microsporomyces,4.5879136e-09,1.7253959e-06
g__Microstomoeca,2.2807376e-08,7.083963e-06
g__Microstomum,7.5300515e-05,0.0053865807
g__Microtegeus,4.79264e-10,2.4592455e-07
g__Microterricola,2.029888e-09,1.0415956e-06
g__Microthamnion,2.2614111e-07,4.6421246e-05
g__Microtrombidium,4.781035e-09,1.0137562e-06
g__Microvahine,2.2290467e-07,3.3857603e-05
g__Microvirga,0.00013583603,0.0011631135
g__Microvirgula,1.8583407e-05,0.0014304257
g__Microxysma,1.2007885e-07,1.2150262e-05
g__Micrura,1.673371e-06,0.00046487348
g__Miculenchus,8.8028673e-10,4.517012e-07
g__Middelhovenomyces,1.8001973e-08,3.2753826e-06
g__Mikronegeria,2.1767852e-09,8.61998e-07
g__Milesina,1.9989054e-07,0.00010256976
g__Millepora,3.2861146e-07,5.5482356e-05
g__Millerozyma,1.0047906e-08,2.5137074e-06
g__Millionella,5.5665023e-06,0.00025613123
g__Millisia,5.2853875e-07,5.3973377e-05
g__Milnesium,2.0933535e-07,1.8435207e-05
g__Mimetus,1.2150293e-08,5.2259384e-06
g__Mimocopelates,1.8995394e-09,7.383259e-07
g__Mimulus,6.058322e-07,8.565746e-05
g__Minchinia,3.4374992e-07,2.642698e-05
g__Minerva,3.0419909e-09,7.1284194e-07
g__Minicystis,2.7790713e-05,0.0004176442
g__Minidiscus,1.6377935e-05,0.0013584471
g__Miniimonas,1.4697902e-07,4.2242194e-05
g__Ministeria,8.436085e-07,0.00021122038
g__Minona,1.4947701e-06,0.0003242434
g__Minorisa,4.912646e-05,0.001306495
g__Minutella,4.961359e-10,2.5458203e-07
g__Minutocellus,0.00016160378,0.004634648
g__Mirabilicoxa,4.895489e-09,2.5120203e-06
g__Miracia,8.9387316e-07,0.00010105
g__Misodendrum,3.0992455e-09,8.124431e-07
g__Misophriopsis,9.78561e-08,1.5934114e-05
g__Mitosporidium,2.3206505e-07,3.6213954e-05
g__Mitrocomella,1.2838141e-06,0.00024038307
g__Mitrula,2.9192315e-09,1.4979441e-06
g__Mitsuaria,1.1938456e-06,7.2336414e-05
g__Mitsuokella,0.00028251263,0.0040236567
g__Mixacarus,4.3479864e-09,1.5850039e-06
g__Mixia,4.6143254e-09,1.6743008e-06
g__Mizelleus,1.1219853e-09,5.7572385e-07
g__Mizugakiibacter,1.8163202e-05,0.0009478349
g__Mnemosyne,5.508224e-10,2.826433e-07
g__Mniobia,2.479987e-08,5.576553e-06
g__Mobilibacterium,3.6658553e-06,0.00023845209
g__Mobilicoccus,2.815235e-06,0.0003363512
g__Mobilisporobacter,3.3837355e-07,7.371901e-05
g__Mobilitalea,5.688468e-06,0.0001950765
g__Mobiluncus,0.00016167395,0.0033479414
g__Modeeria,1.4137406e-09,5.2756775e-07
g__Modestobacter,9.406864e-05,0.0025087774
g__Modicella,1.3102852e-09,4.8249325e-07
g__Modicisalibacter,3.0017532e-07,2.4575626e-05
g__Modiolicola,9.174273e-09,2.3042248e-06
g__Modiolus,9.301789e-10,4.7730236e-07
g__Modisimus,3.9936308e-09,1.0598503e-06
g__Moellerella,2.2885611e-09,7.173577e-07
g__Moelleriella,3.8219988e-10,1.9611808e-07
g__Moerisia,5.210802e-08,1.9708426e-05
g__Moestrupia,6.021313e-08,9.69499e-06
g__Mogibacterium,0.00076936575,0.0067402534
g__Moheibacter,3.391568e-05,0.0017864676
g__Molgolaimus,1.2599743e-05,0.0013319332
g__Molgula,1.1109417e-05,0.0013325856
g__Monas,1.3115623e-08,3.5977037e-06
g__Monascus,4.4734043e-09,2.2954364e-06
g__Moneuplotes,7.4675945e-06,0.0003944114
g__Mongoliibacter,3.3800465e-09,1.2413506e-06
g__Mongoliicoccus,1.9315823e-06,0.00039695465
g__Mongoliitalea,1.9859058e-06,0.0006072473
g__Monhystera,1.6863819e-06,0.0007920433
g__Monilicaryon,6.1645506e-09,1.6086287e-06
g__Moniliella,4.8123193e-06,0.00091378135
g__Moniliophthora,1.966973e-08,4.636782e-06
g__Monoblepharella,3.162739e-07,5.66904e-05
g__Monoblepharis,2.8950137e-07,3.816205e-05
g__Monobrachium,1.5105314e-08,3.5008368e-06
g__Monocelis,3.8079605e-07,7.446657e-05
g__Monocercomonas,2.2277564e-07,2.8849701e-05
g__Monocercomonoides,1.3165368e-07,2.2614244e-05
g__Monochaetia,7.3631377e-09,2.980782e-06
g__Monochrysis,1.5854077e-07,2.6876136e-05
g__Monocoronella,3.3662495e-08,4.88844e-06
g__Monocostus,5.2748894e-10,2.706702e-07
g__Monocystis,7.3020696e-05,0.0029417065
g__Monodictys,6.9482625e-10,3.5653593e-07
g__Monodinium,1.1936527e-07,4.064752e-05
g__Monodopsis,3.6118426e-09,1.3108089e-06
g__Monodus,3.8503148e-07,0.00011687089
g__Monographis,3.839099e-07,5.9788967e-05
g__Monomastix,9.232097e-07,0.00012149398
g__Monomorphina,5.800851e-08,7.0071515e-06
g__Mononchoides,3.9606594e-08,3.364021e-06
g__Mononchus,2.798305e-06,0.00018072654
g__Monoposthia,1.7035184e-08,6.528128e-06
g__Monopylephorus,5.9875777e-10,3.0724033e-07
g__Monoraphidium,4.253698e-07,8.010672e-05
g__Monosiga,2.6229809e-05,0.0025824858
g__Monosporus,2.1110464e-08,6.4617675e-06
g__Monostaechas,3.3300448e-06,0.00089728157
g__Monostichoplana,5.0440327e-09,1.972571e-06
g__Monostroma,6.2865433e-07,9.736141e-05
g__Monotoplana,1.1509565e-05,0.0013324089
g__Monotrichomonas,2.5279352e-08,7.882572e-06
g__Monstrilla,2.5141283e-08,5.5710184e-06
g__Monstrillopsis,7.5046644e-09,2.0343725e-06
g__Montandoniola,1.3676342e-09,7.017736e-07
g__Montipora,4.0504547e-06,0.00053219165
g__Moorea,5.594373e-09,1.4945873e-06
g__Mooreia,8.9175927e-07,0.0002308135
g__Moorella,1.0805491e-05,0.0017108738
g__Mooreonuphis,4.2450907e-07,7.801562e-05
g__Mopsechiniscus,4.081591e-10,2.0943851e-07
g__Moramonas,1.6429654e-08,5.9644076e-06
g__Moraxella,0.007413172,0.06571294
g__Mordavella,1.2733583e-06,9.042504e-05
g__Morganella,1.8783376e-05,0.0022646005
g__Moritella,0.00023270283,0.006897817
g__Morococcus,7.1714584e-07,0.00017413762
g__Mortierella,0.00056287897,0.0116252
g__Morulaimus,1.3458853e-07,5.163834e-05
g__Morulina,3.8861353e-10,1.9940911e-07
g__Morus,6.1591254e-06,0.0010804852
g__Moryella,0.00039211244,0.0029631762
g__Motilibacter,5.606811e-06,0.00034215263
g__Motilimonas,4.743583e-06,0.00020922997
g__Motiliproteus,2.669503e-05,0.0007849192
g__Mougeotia,7.637952e-08,1.1939835e-05
g__Mrakia,1.0468618e-05,0.00045913027
g__Mucilaginibacter,0.00066097843,0.0055145766
g__Mucilago,6.9637216e-09,2.2766976e-06
g__Mucinivorans,1.7671317e-05,0.00041368988
g__Mucispirillum,0.0005828124,0.009055332
g__Mucor,5.823213e-05,0.0017893341
g__Muellerius,6.0346936e-09,2.4379408e-06
g__Mugga,3.3337335e-07,0.00014842705
g__Mulinia,5.689768e-10,2.9195886e-07
g__Multimonas,1.5433899e-07,4.1506486e-05
g__Mumia,5.713878e-07,0.000115090836
g__Mundochthonius,4.8611195e-08,1.0290825e-05
g__Mungava,1.4118318e-09,5.5235e-07
g__Munida,8.311827e-08,3.227164e-05
g__Munidopsis,5.3696917e-06,0.0017923467
g__Murchisonella,8.080681e-09,4.146437e-06
g__Murdochiella,5.358625e-05,0.0013785044
g__Muribacter,3.3565993e-05,0.0037886684
g__Muribaculum,0.00030183172,0.007896458
g__Muricauda,5.941845e-05,0.0016364926
g__Muricomes,1.428536e-08,2.4852743e-06
g__Muriella,2.087606e-08,5.228054e-06
g__Muriicola,8.322137e-05,0.0018709094
g__Murimonas,8.386406e-06,0.00041078197
g__Murinocardiopsis,6.556271e-08,9.2873215e-06
g__Murrayon,1.7833993e-07,5.953375e-05
g__Murrayona,7.425064e-10,3.8100202e-07
g__Musa,8.756474e-08,2.4012581e-05
g__Muscodor,4.0948823e-08,1.7114635e-05
g__Musculus,7.606669e-07,0.0001980493
g__Musellifer,5.799662e-08,1.15700495e-05
g__Mya,1.067106e-06,0.000108720466
g__Myanoetus,5.463926e-09,2.1807439e-06
g__Mycale,2.4229399e-08,4.055312e-06
g__Mycamoeba,9.026941e-05,0.0040817284
g__Myceligenerans,4.4652117e-07,3.5779754e-05
g__Mycena,2.2101956e-08,7.5633825e-06
g__Mycetocola,1.0684416e-06,0.00021345883
g__Mychonastes,3.6309584e-06,0.00034950688
g__Mycoavidus,4.6340798e-08,7.4493464e-06
g__Mycobacterium,0.003046237,0.018330997
g__Mycoemilia,8.938136e-07,0.00014528436
g__Mycogloea,2.7581534e-08,5.5914943e-06
g__Myconymphaea,2.255297e-09,1.1572597e-06
g__Mycoplana,3.9084247e-07,3.331075e-05
g__Mycoplasma,0.002745186,0.038389318
g__Mycosphaerella,6.682908e-08,1.04710025e-05
g__Myctolaimus,4.37644e-08,2.2147928e-05
g__Myelorrhiza,2.8720972e-09,8.1539594e-07
g__Mykophagophrys,6.0610284e-07,7.953701e-05
g__Mylonchulus,3.2872134e-07,4.3625154e-05
g__Mymarothecium,3.226096e-09,1.2235872e-06
g__Myobia,6.6145898e-09,1.8515182e-06
g__Myolaimus,2.3111806e-09,8.387007e-07
g__Myomacrostomum,2.6676839e-09,9.5010853e-07
g__Myonera,1.6584805e-08,8.510155e-06
g__Myopea,8.080681e-10,4.1464367e-07
g__Myoschiston,4.843005e-06,0.00035009824
g__Myozona,7.9276737e-07,0.00015569557
g__Myozonaria,9.2901175e-08,2.76463e-05
g__Myriangium,6.8499145e-10,3.514894e-07
g__Myrianida,3.0022748e-06,0.001365224
g__Myrina,1.909493e-05,0.0017481742
g__Myriochele,1.7805669e-06,0.00040708526
g__Myrionecta,0.00012897185,0.0039000788
g__Myriotrochus,8.7247535e-08,2.0286647e-05
g__Myrmaecium,4.1304973e-09,1.2636403e-06
g__Myrmecia,1.3776493e-07,1.7985232e-05
g__Myrmecridium,8.8948997e-07,0.00011202238
g__Myroides,0.00017700979,0.0072377175
g__Myrothecium,8.8847205e-09,3.1082882e-06
g__Mysella,8.384118e-09,2.3679595e-06
g__Mysia,6.9821127e-10,3.582729e-07
g__Mysis,4.0925865e-10,2.1000272e-07
g__Mysteriochloris,1.6603527e-08,4.443719e-06
g__Mytilicola,1.361019e-09,5.324145e-07
g__Mytilimeria,2.8310708e-08,9.242129e-06
g__Mytilus,9.3067825e-07,0.000109718574
g__Myxidium,1.2131945e-07,1.93864e-05
g__Myxilla,2.57899e-07,0.00011120404
g__Myxobilatus,1.2264273e-08,5.805334e-06
g__Myxobolus,1.7190179e-07,2.7130483e-05
g__Myxococcus,3.719676e-07,6.135752e-05
g__Myxodavisia,7.2675455e-08,3.298541e-05
g__Myxosarcina,3.3722936e-06,0.00024922905
g__Myxozyma,3.402655e-08,7.754096e-06
g__Myzostoma,5.3241695e-09,2.043542e-06
g__Naasia,1.2286897e-05,0.0011994371
g__Nabis,5.9454077e-09,2.109794e-06
g__Nadsonia,4.853588e-06,0.00066260656
g__Naegleria,3.5761226e-05,0.0014297144
g__Nafulsella,1.9712222e-06,0.000432468
g__Naganishia,3.5758426e-08,5.339468e-06
g__Naiadacarus,1.167216e-09,4.2829274e-07
g__Nainereis,1.764412e-09,5.7009345e-07
g__Naineris,1.3597543e-07,2.6970813e-05
g__Nais,2.3177487e-09,8.669242e-07
g__Nakamurella,0.0002997228,0.0019414605
g__Nakaseomyces,1.6230643e-08,4.4974286e-06
g__Nakazawaea,2.8848802e-07,0.00013926325
g__Namalycastis,2.5517908e-08,1.0473603e-05
g__Namhaeicola,2.6349204e-07,4.8282032e-05
g__Nanaspis,9.777713e-09,1.883036e-06
g__Nannizziopsis,2.663799e-08,6.1903374e-06
g__Nannochloris,4.878171e-06,0.00040842275
g__Nannochloropsis,9.771006e-06,0.00096286467
g__Nannocystis,0.00026901474,0.0027368534
g__Nannoperca,3.7914694e-09,1.2020889e-06
g__Nanoarchaeum,9.5606694e-08,3.4325636e-05
g__Nanobacterium,3.9153816e-10,2.0090982e-07
g__Nanofrustulum,5.46176e-08,1.4924501e-05
g__Nanonemoura,4.108513e-07,4.3828888e-05
g__Nanorana,1.0552175e-07,1.8822977e-05
g__Nanorchestes,4.0210647e-08,1.9521856e-05
g__Naohidea,1.0509217e-08,1.948478e-06
g__Narceoheterozercon,1.8821233e-08,3.6765352e-06
g__Narcine,4.4567347e-08,1.0489104e-05
g__Narella,1.1477547e-09,5.8894693e-07
g__Nassula,4.4894026e-07,0.00010998505
g__Nasturtium,3.863548e-06,0.00022275496
g__Natantispora,2.3831351e-08,1.0362319e-05
g__Natatolana,9.654088e-10,3.5268243e-07
g__Natranaerobaculum,1.526488e-09,4.608838e-07
g__Natranaerobius,2.1907944e-07,3.390997e-05
g__Natranaerovirga,5.0571193e-06,0.00020661962
g__Natrialba,1.790235e-08,9.186226e-06
g__Natribacillus,2.5779284e-06,0.00017849408
g__Natrinema,5.3697452e-08,7.713898e-06
g__Natroniella,1.7241463e-08,5.7562415e-06
g__Natronincola,4.863257e-06,0.00047468414
g__Natronoarchaeum,8.61218e-07,0.0001840761
g__Natronobacillus,5.4644134e-09,2.4560395e-06
g__Natronobacterium,7.549324e-09,1.7963212e-06
g__Natronocella,1.9989669e-08,7.0495785e-06
g__Natronococcus,2.382884e-06,0.00024530367
g__Natronomonas,3.3768913e-05,0.002788974
g__Natronorubrum,6.5884853e-07,0.00013154432
g__Natronovirga,4.428198e-09,1.4311449e-06
g__Natsushima,1.8964198e-07,6.535138e-05
g__Naubates,1.1802114e-09,6.0560143e-07
g__Naumannella,1.6637536e-07,2.6472968e-05
g__Nausithoe,1.0374178e-07,2.6109043e-05
g__Nautella,5.4217894e-06,0.0004157315
g__Nautilia,4.806461e-07,0.00011434492
g__Nautococcus,3.208597e-08,8.841123e-06
g__Navicula,0.00014093526,0.0062470464
g__Ndongobacter,2.0351207e-07,4.0735926e-05
g__Neaeromya,1.394079e-08,6.5833283e-06
g__Nebalia,1.110503e-08,5.69832e-06
g__Nebria,3.3198604e-09,1.7035186e-06
g__Necator,7.275322e-09,2.164706e-06
g__Necropsobacter,1.1459938e-07,2.004731e-05
g__Nectoneanthes,8.0658245e-09,2.7778217e-06
g__Nectonema,6.18673e-09,3.1745942e-06
g__Nectria,1.3355546e-09,4.9395834e-07
g__Neelides,2.1041109e-09,1.0796816e-06
g__Negadavirga,1.652128e-08,4.014713e-06
g__Negativibacillus,0.0006750087,0.0045368443
g__Negativicoccus,0.00011645079,0.0025091835
g__Neglecta,2.512128e-06,0.00026316405
g__Neglectella,7.168448e-09,1.6437572e-06
g__Neidium,5.230997e-07,7.685604e-05
g__Neiella,3.7304065e-07,0.00010609306
g__Neisseria,0.008906909,0.039468613
g__Nelumbo,1.4780467e-07,6.532669e-05
g__Nemadus,7.540044e-10,3.86902e-07
g__Nemalecium,4.3610757e-07,8.840824e-05
g__Nemalionopsis,6.8014333e-10,3.4900168e-07
g__Nematanthus,6.3819866e-10,3.2747863e-07
g__Nematobrachion,1.6578396e-08,8.295633e-06
g__Nematodinium,1.1997391e-06,0.00021521212
g__Nematodirus,2.0117275e-07,0.00010257187
g__Nematonereis,1.8210449e-06,0.00031347838
g__Nematoplana,1.222218e-07,2.7959071e-05
g__Nematopsis,6.982483e-08,1.882939e-05
g__Nematostelium,8.126443e-08,1.9750687e-05
g__Nemertesia,4.760284e-07,9.279632e-05
g__Nemertinoides,4.8726502e-08,1.5204492e-05
g__Nemertoderma,5.653957e-06,0.0012926507
g__Nemesis,2.1271642e-09,7.724737e-07
g__Nenesidea,1.0807888e-07,1.9266772e-05
g__Neoasaia,7.837595e-08,1.2937854e-05
g__Neobalantidium,9.630219e-06,0.0004243718
g__Neobodo,7.747847e-05,0.0021096622
g__Neobulgaria,9.900891e-08,1.1211081e-05
g__Neocalanus,1.0628313e-06,0.00021351619
g__Neocallimastix,4.521446e-07,0.00015931358
g__Neocalvolia,1.2902736e-09,6.620776e-07
g__Neocarus,5.8569205e-10,3.0053596e-07
g__Neoceratium,0.0005493197,0.009283903
g__Neochelacheles,2.5281718e-08,1.1754126e-05
g__Neochildia,5.888032e-09,1.5095462e-06
g__Neochlamydia,7.019702e-05,0.00088704244
g__Neochloris,2.9383958e-08,5.5748246e-06
g__Neochlorosarcina,1.9765696e-07,2.3710623e-05
g__Neocondeellum,1.7478587e-07,6.595213e-05
g__Neocystis,3.7130727e-09,9.199404e-07
g__Neodangemannia,4.3634434e-09,1.4880818e-06
g__Neodasys,1.3456554e-09,4.9334113e-07
g__Neodelphineis,3.525529e-08,9.147742e-06
g__Neodesmus,4.5667303e-08,1.999142e-05
g__Neodexiospira,1.425731e-07,5.3270654e-05
g__Neodiaptomus,2.621063e-09,1.344945e-06
g__Neoechinorhynchus,8.47435e-07,0.00036536268
g__Neoergasilus,8.400021e-08,4.1418116e-05
g__Neofamilia,1.2936025e-06,0.000113512135
g__Neofragilaria,8.918665e-09,1.7855434e-06
g__Neogloboquadrina,9.4230353e-07,0.00017703116
g__Neogoniolithon,1.7946702e-06,0.00035340103
g__Neohygrocybe,1.0171184e-09,5.219136e-07
g__Neojaera,4.6701407e-09,1.9946142e-06
g__Neokarlingia,1.8726357e-08,4.5558245e-06
g__Neokomagataea,5.5532157e-09,1.6244104e-06
g__Neolecta,6.0627774e-09,1.2206084e-06
g__Neolentinus,5.5337877e-09,2.5162065e-06
g__Neolipobranchius,5.6057864e-10,2.876495e-07
g__Neomeris,1.6816216e-06,0.00081362133
g__Neomicrococcus,2.9611363e-07,2.9595327e-05
g__Neomonoceratina,1.8002264e-07,9.05003e-05
g__Neomysis,4.3444333e-09,1.1536223e-06
g__Neonectria,8.1364826e-10,2.9525256e-07
g__Neoparacardicola,4.8932813e-10,2.5108875e-07
g__Neoparamoeba,4.760268e-06,0.00041600506
g__Neopetrosia,3.2939464e-09,1.6902214e-06
g__Neophaeococcomyces,1.6657545e-07,8.54748e-05
g__Neophaeomoniella,1.5579786e-08,7.498437e-06
g__Neophaeosphaeria,5.0438445e-09,1.5281327e-06
g__Neophonus,3.1046417e-09,1.2038007e-06
g__Neopolycystis,2.2704245e-07,7.480421e-05
g__Neopsilenchus,1.6088523e-09,6.358915e-07
g__Neorhizobium,1.7438724e-07,2.7149441e-05
g__Neorhodella,5.363071e-07,0.00012718218
g__Neorickettsia,4.4377657e-06,0.0005259012
g__Neosabellaria,3.6799196e-07,6.5843255e-05
g__Neoscardovia,4.3375596e-08,4.8892875e-06
g__Neosilurus,5.2748894e-10,2.706702e-07
g__Neosiphonia,2.5680167e-05,0.0011169488
g__Neosynechococcus,3.3153782e-07,5.7013985e-05
g__Neotridactylus,3.630899e-09,1.8631217e-06
g__Neotrypaea,2.3289007e-07,0.000100063575
g__Neourostylopsis,4.8396434e-08,1.4290511e-05
g__Neovahlkampfia,2.871244e-05,0.0018569946
g__Neovermilia,5.2748894e-10,2.706702e-07
g__Neozimiris,5.0842304e-09,2.6088692e-06
g__Nephasoma,5.786807e-07,0.00018524632
g__Nephila,4.6122317e-08,1.266601e-05
g__Nephridiophaga,1.9598534e-07,6.896287e-05
g__Nephromyces,9.407843e-07,9.01264e-05
g__Nephroselmis,2.5256175e-05,0.0020737601
g__Nephrotoma,1.4105553e-08,7.237977e-06
g__Nephtys,1.96843e-05,0.0024793546
g__Neppia,6.3648736e-10,3.266005e-07
g__Neptunea,3.0142225e-08,1.5466869e-05
g__Neptuniibacter,0.00022420293,0.007005715
g__Neptunitalea,1.6536185e-06,0.00023071512
g__Neptunomonas,3.5542358e-05,0.0016988456
g__Nerada,1.3818747e-06,0.0004041441
g__Nereida,1.3468639e-05,0.0012211157
g__Nereimyra,3.74164e-09,1.5128535e-06
g__Nereis,1.7792676e-07,2.9256518e-05
g__Nerillidium,4.285005e-09,2.198763e-06
g__Nesiacarus,5.1211344e-08,2.5985997e-05
g__Nesiotobacter,1.4812909e-08,4.7608655e-06
g__Nesterenkonia,3.9846982e-05,0.0018449287
g__Netrium,3.5513534e-07,0.0001003944
g__Netzelia,7.103462e-08,2.7674787e-05
g__Neurospora,2.3220314e-06,0.00075579877
g__Nevskia,0.00015854064,0.0062935576
g__Newhousia,1.112108e-08,3.095163e-06
g__Newzealandia,1.0249171e-08,3.1624377e-06
g__Nia,4.1199107e-07,6.84658e-05
g__Niabella,2.8282078e-05,0.0014618227
g__Niameybacter,3.0597794e-06,0.0002546054
g__Niarchos,7.8458623e-10,4.0259442e-07
g__Niastella,0.00046379725,0.0058738235
g__Nibrella,2.3076946e-06,8.500147e-05
g__Nibribacter,6.2498893e-06,0.00044940488
g__Nicolea,1.0264623e-06,0.00029493804
g__Nicoletella,8.526165e-08,1.1158189e-05
g__Nicomache,2.8075673e-09,8.5223354e-07
g__Nicotiana,6.6553125e-06,0.00051488285
g__Niea,2.4587075e-08,2.9484897e-06
g__Nikoides,7.640359e-08,1.3691085e-05
g__Ninoe,3.1653012e-06,0.00072003837
g__Nioella,9.177528e-08,8.467074e-06
g__Nipponomysella,1.1456774e-09,4.156939e-07
g__Nippononeta,7.604423e-08,2.4811077e-05
g__Nisaea,6.0693892e-05,0.0022535168
g__Nisia,1.7805533e-09,9.136546e-07
g__Nitella,9.071731e-09,2.738642e-06
g__Nitokra,8.551556e-07,0.00019754501
g__Nitratifractor,7.5284806e-06,0.00082438503
g__Nitratireductor,1.917296e-05,0.0006101696
g__Nitratiruptor,2.088481e-05,0.0028066947
g__Nitriliruptor,3.8688586e-06,0.00026299874
g__Nitrincola,1.3577485e-06,0.00015010034
g__Nitritalea,2.5528083e-08,1.00510015e-05
g__Nitrobacter,3.7643592e-06,0.0001442669
g__Nitrobacteria,2.8153597e-09,1.4446445e-06
g__Nitrococcus,2.086613e-06,0.00014282553
g__Nitrolancea,5.230487e-05,0.0019420438
g__Nitrosococcus,2.393487e-06,0.0002184264
g__Nitrosomonas,0.0007796898,0.0069016605
g__Nitrosopumilus,0.00033102545,0.007710601
g__Nitrososphaera,5.4355758e-05,0.0030634028
g__Nitrosospira,5.2228457e-05,0.0006898976
g__Nitrosovibrio,3.8017248e-08,6.6001753e-06
g__Nitrospina,0.0024600856,0.023565372
g__Nitrospira,9.8402445e-05,0.0011502804
g__Nitrospirillum,2.429208e-07,1.5190718e-05
g__Nitzschia,1.525403e-05,0.0005532898
g__Niveibacterium,3.2425692e-07,2.665469e-05
g__Niveispirillum,1.3435708e-05,0.00063254917
g__Niveitalea,2.286967e-07,3.8497627e-05
g__Nocardia,0.0001077007,0.0014718213
g__Nocardioides,0.003292982,0.019174105
g__Nocardiopsis,2.9848095e-05,0.0012903968
g__Noccaea,4.545405e-09,1.3151325e-06
g__Nocticola,1.3866084e-09,7.115098e-07
g__Noctiluca,6.9287016e-06,0.00044772326
g__Nodosilinea,2.2998017e-06,0.00010807771
g__Nodularia,7.401516e-06,0.00084773515
g__Nolandella,2.2270121e-06,0.00017349116
g__Nolandia,4.135332e-07,4.5558347e-05
g__Nonlabens,7.451366e-05,0.0041820155
g__Nonomuraea,2.5290665e-05,0.00056022615
g__Nordella,0.0003349011,0.0021939934
g__Normandina,4.1098586e-10,2.1088901e-07
g__Norrlinia,3.7374826e-07,0.00012838749
g__Nosocomiicoccus,1.889003e-05,0.00080480974
g__Nostoc,2.3118639e-05,0.001994859
g__Nostocoida_type_II,9.962621e-09,1.6786802e-06
g__Notaeolidia,3.3126906e-08,8.724081e-06
g__Notentera,4.2680454e-10,2.1900605e-07
g__Nothobomolochus,2.1739668e-09,1.1155267e-06
g__Nothocladus,3.1985678e-08,8.253641e-06
g__Notholca,5.1089586e-09,1.4387404e-06
g__Nothoprocta,4.249659e-10,2.1806258e-07
g__Nothria,1.3831333e-06,0.0003282284
g__Nothrus,9.445144e-10,3.4300558e-07
g__Notocaryoplana,2.3025382e-09,6.045661e-07
g__Notodelphys,1.796935e-08,3.7049563e-06
g__Notohymena,6.5402452e-09,2.2373752e-06
g__Notomastus,9.58626e-05,0.0065488685
g__Notonecta,3.8463846e-10,1.9736939e-07
g__Notoplana,1.8524177e-07,6.787411e-05
g__Notosolenus,7.936533e-06,0.0003488383
g__Notospermus,9.198441e-07,0.00042068213
g__Notothixos,1.1762802e-08,2.3629182e-06
g__Notoxoma,5.6717875e-09,2.5970714e-06
g__Novafabricia,1.6441742e-08,2.6675257e-06
g__Novibacillus,1.3024773e-05,0.00042868772
g__Noviherbaspirillum,4.164431e-05,0.0010679837
g__Novispirillum,2.5072138e-06,0.00016641404
g__Novistrombidium,5.930141e-07,8.53749e-05
g__Novosphingobium,0.00047457835,0.0052911765
g__Nowakowskiella,1.768925e-05,0.00078142434
g__Nubsella,1.0250427e-05,0.0014619367
g__Nuclearia,0.000101275546,0.003848625
g__Nucleocercomonas,1.3172074e-07,1.5875203e-05
g__Nucleophaga,1.08928845e-07,1.35748905e-05
g__Nucleotaenium,3.630877e-09,1.5960721e-06
g__Nuculana,1.8059955e-08,6.0989164e-06
g__Nudifila,6.0019815e-05,0.0011619381
g__Nudisyllis,3.002205e-08,1.0220675e-05
g__Nudora,1.0933271e-06,0.0002953524
g__Numidum,8.7030514e-07,9.4300194e-05
g__Nuphar,1.5818077e-09,8.1167235e-07
g__Nusuttodinium,1.3291968e-06,0.00026349098
g__Nutomonas,4.1179374e-07,3.220788e-05
g__Nuttalliella,3.5816488e-08,1.7833223e-05
g__Nycteriglyphites,7.586736e-10,3.892979e-07
g__Nyctiphanes,1.2697827e-09,6.5156314e-07
g__Nyctotheroides,2.150663e-06,0.0010957713
g__Nyctotherus,3.9459063e-09,1.3543282e-06
g__Nygolaimus,2.1835749e-09,7.9786093e-07
g__Nysius,1.0190288e-09,5.2289386e-07
g__Obama,3.010323e-08,1.2126122e-05
g__Obelia,6.0533483e-07,8.404522e-05
g__Obertrumia,5.516498e-07,0.00012669324
g__Oberwinklerozyma,3.1905938e-09,1.1812726e-06
g__Oblitimonas,8.552969e-07,0.00013629964
g__Oblongichytrium,4.8415797e-05,0.0021714224
g__Occallatibacter,0.00022353903,0.0031393196
g__Occasjapyx,1.5922701e-09,6.395756e-07
g__Occidentia,5.2398388e-08,1.6037258e-05
g__Oceanapia,3.8475725e-09,1.7159767e-06
g__Oceanibacterium,9.7887245e-08,1.1139779e-05
g__Oceanibaculum,7.506334e-06,0.00038242532
g__Oceanibulbus,2.7800548e-08,1.2908447e-05
g__Oceanicaulis,9.547887e-05,0.005091395
g__Oceanicella,4.058769e-05,0.002615441
g__Oceanicoccus,6.391946e-06,0.00031488625
g__Oceanicola,7.4705594e-07,8.493851e-05
g__Oceanimonas,4.106091e-06,0.0014554183
g__Oceaniovalibus,2.2983638e-08,4.0217988e-06
g__Oceanirhabdus,2.0221109e-05,0.0010718673
g__Oceaniserpentilla,9.205274e-06,0.0009857786
g__Oceanisphaera,1.2934746e-05,0.0010461056
g__Oceanithermus,5.2988304e-07,0.00014722676
g__Oceanitis,1.1954137e-08,4.8164093e-06
g__Oceanivirga,1.9925437e-05,0.0011750703
g__Oceanobacillus,6.80626e-05,0.0024297223
g__Oceanobacter,0.0008062515,0.009584428
g__Oceanobacterium,8.407136e-06,0.001308095
g__Oceanococcus,6.4022475e-05,0.0028227684
g__Oceanospirillum,9.411853e-06,0.00058483094
g__Oceanotoga,2.8387373e-07,0.00012357745
g__Oceanrickettsia,9.3889525e-08,7.933018e-06
g__Ochetostoma,1.810689e-09,9.291182e-07
g__Ochlerotatus,1.3676342e-09,7.017736e-07
g__Ochlochaete,9.894244e-07,9.530303e-05
